word,esdb_level,decision,existing_rarity,existing_definition,reason
ahhing,80,deferred,,,Not individually approved; not added to puzzles.
ahhs,80,deferred,,,Not individually approved; not added to puzzles.
ahimsa,70,deferred,,,Not individually approved; not added to puzzles.
ahimsas,70,deferred,,,Not individually approved; not added to puzzles.
ahing,80,deferred,,,Not individually approved; not added to puzzles.
aholds,80,deferred,,,Not individually approved; not added to puzzles.
ahorse,80,deferred,,,Not individually approved; not added to puzzles.
ahs,80,deferred,,,Not individually approved; not added to puzzles.
aiblins,80,deferred,,,Not individually approved; not added to puzzles.
aider,70,deferred,,,Not individually approved; not added to puzzles.
aiders,70,deferred,,,Not individually approved; not added to puzzles.
aidful,80,deferred,,,Not individually approved; not added to puzzles.
aidless,80,deferred,,,Not individually approved; not added to puzzles.
aidman,80,deferred,,,Not individually approved; not added to puzzles.
aidmen,80,deferred,,,Not individually approved; not added to puzzles.
aiglet,70,deferred,,,Not individually approved; not added to puzzles.
aiglets,70,deferred,,,Not individually approved; not added to puzzles.
aigret,70,deferred,,,Not individually approved; not added to puzzles.
aigrets,70,deferred,,,Not individually approved; not added to puzzles.
aikidos,70,deferred,,,Not individually approved; not added to puzzles.
aimer,80,deferred,4,One who aims; one who is responsible for aiming.,Not individually approved; not added to puzzles.
aimers,80,deferred,,,Not individually approved; not added to puzzles.
ain,70,deferred,4,"Alternative form of ayin (“Semitic letter”). Meaning: The sixteenth letter of many Semitic alphabets/abjads (Phoenician, Aramaic, Hebrew, Syriac, Arabic and others).",Not individually approved; not added to puzzles.
aina,80,deferred,,,Not individually approved; not added to puzzles.
ainas,80,deferred,,,Not individually approved; not added to puzzles.
aioli,70,deferred,,,Not individually approved; not added to puzzles.
airboat,70,deferred,,,Not individually approved; not added to puzzles.
airdate,80,deferred,,,Not individually approved; not added to puzzles.
airer,80,deferred,,,Not individually approved; not added to puzzles.
airers,80,deferred,,,Not individually approved; not added to puzzles.
airest,80,deferred,,,Not individually approved; not added to puzzles.
airgel,80,deferred,,,Not individually approved; not added to puzzles.
airglow,70,deferred,,,Not individually approved; not added to puzzles.
airish,80,deferred,,,Not individually approved; not added to puzzles.
airlike,70,deferred,,,Not individually approved; not added to puzzles.
airmiss,70,deferred,,,Not individually approved; not added to puzzles.
airpack,80,deferred,,,Not individually approved; not added to puzzles.
airpark,80,deferred,,,Not individually approved; not added to puzzles.
airpost,80,deferred,,,Not individually approved; not added to puzzles.
airshed,80,deferred,4,Alternative spelling of air shed.,Not individually approved; not added to puzzles.
airshot,80,deferred,,,Not individually approved; not added to puzzles.
airside,80,deferred,,,Not individually approved; not added to puzzles.
airt,70,deferred,,,Not individually approved; not added to puzzles.
airted,70,deferred,,,Not individually approved; not added to puzzles.
airth,80,deferred,,,Not individually approved; not added to puzzles.
airthed,80,deferred,,,Not individually approved; not added to puzzles.
airths,80,deferred,,,Not individually approved; not added to puzzles.
airting,70,deferred,,,Not individually approved; not added to puzzles.
airts,70,deferred,,,Not individually approved; not added to puzzles.
airwave,70,deferred,,,Not individually approved; not added to puzzles.
ais,80,deferred,,,Not individually approved; not added to puzzles.
aisled,80,deferred,,,Not individually approved; not added to puzzles.
ait,70,deferred,3,"An island in a river, especially the River Thames in England.",Not individually approved; not added to puzzles.
aits,70,deferred,,,Not individually approved; not added to puzzles.
ajuga,80,deferred,,,Not individually approved; not added to puzzles.
ajugas,80,deferred,,,Not individually approved; not added to puzzles.
akee,70,deferred,4,Alternative spelling of ackee.,Not individually approved; not added to puzzles.
akees,70,deferred,,,Not individually approved; not added to puzzles.
akela,80,deferred,,,Not individually approved; not added to puzzles.
akelas,80,deferred,,,Not individually approved; not added to puzzles.
akene,70,deferred,,,Not individually approved; not added to puzzles.
akenes,70,deferred,,,Not individually approved; not added to puzzles.
akrasia,80,deferred,,,Not individually approved; not added to puzzles.
akratic,80,deferred,,,Not individually approved; not added to puzzles.
akvavit,70,deferred,,,Not individually approved; not added to puzzles.
alae,70,deferred,,,Not individually approved; not added to puzzles.
alameda,70,deferred,,,Not individually approved; not added to puzzles.
alamo,80,deferred,3,A poplar tree of Southwestern U.S.; a cottonwood (Populus spp.).,Not individually approved; not added to puzzles.
alamode,70,deferred,,,Not individually approved; not added to puzzles.
alamos,80,deferred,,,Not individually approved; not added to puzzles.
alanine,70,deferred,4,A nonessential amino acid 2-aminopropanoic acid found in most animal proteins,Not individually approved; not added to puzzles.
alanui,80,deferred,,,Not individually approved; not added to puzzles.
alanuis,80,deferred,,,Not individually approved; not added to puzzles.
alanyl,80,deferred,,,Not individually approved; not added to puzzles.
alanyls,80,deferred,,,Not individually approved; not added to puzzles.
alar,70,deferred,4,Of or relating to the armpit; axillary.,Not individually approved; not added to puzzles.
alarum,70,deferred,,,Not individually approved; not added to puzzles.
alarums,70,deferred,,,Not individually approved; not added to puzzles.
alary,70,deferred,,,Not individually approved; not added to puzzles.
alastor,80,deferred,,,Not individually approved; not added to puzzles.
alate,70,deferred,,,Not individually approved; not added to puzzles.
alated,80,deferred,,,Not individually approved; not added to puzzles.
alates,80,deferred,,,Not individually approved; not added to puzzles.
alba,70,deferred,3,"A type of lyrical poetry, traditionally Provençal, about lovers who must part at dawn.",Not individually approved; not added to puzzles.
albas,70,deferred,,,Not individually approved; not added to puzzles.
albata,70,deferred,,,Not individually approved; not added to puzzles.
albatas,70,deferred,,,Not individually approved; not added to puzzles.
albedo,70,approved,4,"The fraction of incident light or radiation reflected by a surface or body, commonly expressed as a percentage.",Distinct scientific concept with an explanatory definition; retains tier 4.
albedos,70,deferred,,,Not individually approved; not added to puzzles.
albinal,80,deferred,,,Not individually approved; not added to puzzles.
albinic,80,deferred,,,Not individually approved; not added to puzzles.
albite,70,deferred,4,"A plagioclase feldspar, the first member of the Albite-Anorthite solid solution series.",Not individually approved; not added to puzzles.
albites,70,deferred,,,Not individually approved; not added to puzzles.
albitic,80,deferred,,,Not individually approved; not added to puzzles.
albizia,80,deferred,,,Not individually approved; not added to puzzles.
alcade,80,deferred,,,Not individually approved; not added to puzzles.
alcades,80,deferred,,,Not individually approved; not added to puzzles.
alcaic,70,deferred,,,Not individually approved; not added to puzzles.
alcaics,70,deferred,,,Not individually approved; not added to puzzles.
alcaide,70,deferred,4,The governor or commander of a Spanish or Portuguese fortress or prison.,Not individually approved; not added to puzzles.
alcalde,70,deferred,,,Not individually approved; not added to puzzles.
alcayde,80,deferred,,,Not individually approved; not added to puzzles.
alcazar,70,deferred,,,Not individually approved; not added to puzzles.
alcid,80,deferred,,,Not individually approved; not added to puzzles.
alcids,80,deferred,,,Not individually approved; not added to puzzles.
alcopop,70,deferred,4,An alcoholic drink that looks and tastes like a soft drink.,Not individually approved; not added to puzzles.
alcoved,80,deferred,,,Not individually approved; not added to puzzles.
aldol,70,deferred,,,Not individually approved; not added to puzzles.
aldols,70,deferred,,,Not individually approved; not added to puzzles.
aldose,70,deferred,,,Not individually approved; not added to puzzles.
aldoses,70,deferred,,,Not individually approved; not added to puzzles.
aldrin,70,deferred,4,An insecticide and persistent organic pollutant containing a naphthalene-derived compound.,Not individually approved; not added to puzzles.
aldrins,70,deferred,,,Not individually approved; not added to puzzles.
alee,70,deferred,,,Not individually approved; not added to puzzles.
alef,80,deferred,,,Not individually approved; not added to puzzles.
alefs,80,deferred,,,Not individually approved; not added to puzzles.
alegar,70,deferred,,,Not individually approved; not added to puzzles.
alegars,70,deferred,,,Not individually approved; not added to puzzles.
alencon,80,deferred,,,Not individually approved; not added to puzzles.
